election_id,report_date,county,county_id,registered_voters,in_person_votes_on_date,total_in_person_votes,total_mail_votes,roster_available,source
58315,2026-05-26,KENT,132,565,0,113,0,true,civix
58315,2026-05-26,KERR,133,39354,0,4683,417,true,civix
58315,2026-05-26,KIMBLE,134,3314,0,253,24,true,civix
58315,2026-05-26,KING,135,179,0,16,0,true,civix
58315,2026-05-26,KINNEY,136,2199,0,183,4,true,civix
58315,2026-05-26,KLEBERG,137,17846,0,487,26,true,civix
58315,2026-05-26,KNOX,138,2247,0,53,13,true,civix
58315,2026-05-26,LAMAR,139,33116,0,2456,80,true,civix
58315,2026-05-26,LAMB,140,7703,0,331,69,true,civix
58315,2026-05-26,LAMPASAS,141,17266,0,1157,107,true,civix
58315,2026-05-26,LASALLE,142,4070,0,36,1,true,civix
58315,2026-05-26,LAVACA,143,14402,0,1133,1,true,civix
58315,2026-05-26,LEE,144,12092,0,549,45,true,civix
58315,2026-05-26,LEON,145,12600,0,792,86,true,civix
58315,2026-05-26,LIBERTY,146,57770,0,4938,140,true,civix
58315,2026-05-26,LIMESTONE,147,14356,0,747,71,true,civix
58315,2026-05-26,LIPSCOMB,148,1879,0,47,41,true,civix
58315,2026-05-26,LIVE OAK,149,7644,0,369,37,true,civix
58315,2026-05-26,LLANO,150,18302,0,2270,245,true,civix
58315,2026-05-26,LOVING,151,150,0,7,0,true,civix
58315,2026-05-26,LUBBOCK,152,200436,0,15176,800,true,civix
58315,2026-05-26,LYNN,153,4467,0,135,19,true,civix
58315,2026-05-26,MADISON,154,8469,0,261,53,true,civix
58315,2026-05-26,MARION,155,7800,0,440,52,true,civix
58315,2026-05-26,MARTIN,156,3566,67,231,8,true,civix
58315,2026-05-26,MASON,157,3257,0,351,12,true,civix
58315,2026-05-26,MATAGORDA,158,22186,0,1193,75,true,civix
58315,2026-05-26,MAVERICK,159,36799,0,168,0,true,civix
58315,2026-05-26,MCCULLOCH,160,5358,0,344,33,true,civix
58315,2026-05-26,MCLENNAN,161,156560,0,6810,705,true,civix
58315,2026-05-26,MCMULLEN,162,644,28,83,2,true,civix
58315,2026-05-26,MEDINA,163,39897,0,2862,10,true,civix
58315,2026-05-26,MENARD,164,1467,1,127,14,true,civix
58315,2026-05-26,MIDLAND,165,97373,0,6574,307,true,civix
58315,2026-05-26,MILAM,166,17257,0,919,59,true,civix
58315,2026-05-26,MILLS,167,3604,109,558,25,true,civix
58315,2026-05-26,MITCHELL,168,4482,0,197,17,true,civix
58315,2026-05-26,MONTAGUE,169,15460,0,652,77,true,civix
58315,2026-05-26,MONTGOMERY,170,473251,0,27786,2628,true,civix
58315,2026-05-26,MOORE,171,10137,2,581,39,true,civix
58315,2026-05-26,MORRIS,172,8770,0,579,35,true,civix
58315,2026-05-26,MOTLEY,173,827,0,67,20,true,civix
58315,2026-05-26,NACOGDOCHES,174,39316,0,2153,159,true,civix
58315,2026-05-26,NAVARRO,175,33874,0,2562,14,true,civix
58315,2026-05-26,NEWTON,176,9412,0,351,0,true,civix
58315,2026-05-26,NOLAN,177,8773,0,768,46,true,civix
58315,2026-05-26,NUECES,178,211505,0,7036,560,true,civix
58315,2026-05-26,OCHILTREE,179,5154,0,221,47,true,civix
58315,2026-05-26,OLDHAM,180,1376,0,63,16,true,civix
58315,2026-05-26,ORANGE,181,56337,0,2491,230,true,civix
58315,2026-05-26,PALO PINTO,182,20569,0,1472,187,true,civix
