election_id,report_date,county,county_id,registered_voters,in_person_votes_on_date,total_in_person_votes,total_mail_votes,roster_available,source
58315,2026-05-22,HENDERSON,107,60384,1055,3800,1,true,civix
58315,2026-05-22,HIDALGO,108,455601,1440,5363,408,true,civix
58315,2026-05-22,HILL,109,27539,423,1647,4,true,civix
58315,2026-05-22,HOCKLEY,110,14140,217,794,8,true,civix
58315,2026-05-22,HOOD,111,52985,1007,3960,472,true,civix
58315,2026-05-22,HOPKINS,112,25476,367,1307,57,true,civix
58315,2026-05-22,HOUSTON,113,13774,175,773,73,true,civix
58315,2026-05-22,HOWARD,114,16696,267,784,0,true,civix
58315,2026-05-22,HUDSPETH,115,2131,10,43,5,true,civix
58315,2026-05-22,HUNT,116,74932,907,3443,240,true,civix
58315,2026-05-22,HUTCHINSON,117,13241,179,730,91,true,civix
58315,2026-05-22,IRION,118,1203,35,89,1,true,civix
58315,2026-05-22,JACK,119,5813,146,429,1,true,civix
58315,2026-05-22,JACKSON,120,9957,206,674,0,true,civix
58315,2026-05-22,JASPER,121,24482,287,1088,76,true,civix
58315,2026-05-22,JEFF DAVIS,122,1554,52,175,0,true,civix
58315,2026-05-22,JEFFERSON,123,146779,1276,4173,342,true,civix
58315,2026-05-22,JIM HOGG,124,3409,1,6,1,true,civix
58315,2026-05-22,JIM WELLS,125,25969,120,433,0,true,civix
58315,2026-05-22,JOHNSON,126,133150,1692,6088,449,true,civix
58315,2026-05-22,JONES,127,11009,187,667,85,true,civix
58315,2026-05-22,KARNES,128,8221,82,336,0,true,civix
58315,2026-05-22,KAUFMAN,129,114860,1148,4384,329,true,civix
58315,2026-05-22,KENDALL,130,40083,1269,5120,337,true,civix
58315,2026-05-22,KENEDY,131,268,0,3,0,true,civix
58315,2026-05-22,KENT,132,565,19,30,0,true,civix
58315,2026-05-22,KERR,133,39354,1194,4682,396,true,civix
58315,2026-05-22,KIMBLE,134,3314,53,253,23,true,civix
58315,2026-05-22,KING,135,179,7,16,0,true,civix
58315,2026-05-22,KINNEY,136,2199,56,181,0,true,civix
58315,2026-05-22,KLEBERG,137,17846,154,487,0,true,civix
58315,2026-05-22,KNOX,138,2247,13,53,10,true,civix
58315,2026-05-22,LAMAR,139,33116,657,2456,15,true,civix
58315,2026-05-22,LAMB,140,7703,77,331,68,true,civix
58315,2026-05-22,LAMPASAS,141,17266,350,1157,93,true,civix
58315,2026-05-22,LASALLE,142,4070,15,36,0,true,civix
58315,2026-05-22,LAVACA,143,14402,332,1133,1,true,civix
58315,2026-05-22,LEE,144,12092,168,548,43,true,civix
58315,2026-05-22,LEON,145,12600,210,792,57,true,civix
58315,2026-05-22,LIBERTY,146,57770,1243,4942,126,true,civix
58315,2026-05-22,LIMESTONE,147,14356,218,747,1,true,civix
58315,2026-05-22,LIPSCOMB,148,1879,13,47,41,true,civix
58315,2026-05-22,LIVE OAK,149,7644,107,369,35,true,civix
58315,2026-05-22,LLANO,150,18302,589,2270,146,true,civix
58315,2026-05-22,LOVING,151,150,2,7,0,true,civix
58315,2026-05-22,LUBBOCK,152,200436,4211,15176,732,true,civix
58315,2026-05-22,LYNN,153,4467,49,135,5,true,civix
58315,2026-05-22,MADISON,154,8469,0,261,2,true,civix
58315,2026-05-22,MARION,155,7800,115,440,40,true,civix
58315,2026-05-22,MARTIN,156,3566,67,163,8,true,civix
58315,2026-05-22,MASON,157,3257,112,351,0,true,civix
58315,2026-05-22,MATAGORDA,158,22186,360,1193,21,true,civix
58315,2026-05-22,MAVERICK,159,36799,45,168,0,true,civix
58315,2026-05-22,MCCULLOCH,160,5358,99,344,31,true,civix
58315,2026-05-22,MCLENNAN,161,156560,1697,6810,705,true,civix
58315,2026-05-22,MCMULLEN,162,644,13,55,2,true,civix
58315,2026-05-22,MEDINA,163,39897,885,2862,10,true,civix
58315,2026-05-22,MENARD,164,1467,36,126,14,true,civix
58315,2026-05-22,MIDLAND,165,97373,1800,6571,204,true,civix
58315,2026-05-22,MILAM,166,17257,267,918,2,true,civix
58315,2026-05-22,MILLS,167,3604,127,449,0,true,civix
58315,2026-05-22,MITCHELL,168,4482,88,197,0,true,civix
58315,2026-05-22,MONTAGUE,169,15460,184,652,73,true,civix
58315,2026-05-22,MONTGOMERY,170,473251,7050,27786,2518,true,civix
58315,2026-05-22,MOORE,171,10137,172,579,1,true,civix
58315,2026-05-22,MORRIS,172,8770,172,579,31,true,civix
58315,2026-05-22,MOTLEY,173,827,22,67,19,true,civix
58315,2026-05-22,NACOGDOCHES,174,39316,582,2153,134,true,civix
58315,2026-05-22,NAVARRO,175,33874,537,2562,14,true,civix
58315,2026-05-22,NEWTON,176,9412,121,350,0,true,civix
58315,2026-05-22,NOLAN,177,8773,192,768,0,true,civix
58315,2026-05-22,NUECES,178,211505,2098,7039,560,true,civix
58315,2026-05-22,OCHILTREE,179,5154,71,221,0,true,civix
58315,2026-05-22,OLDHAM,180,1376,22,63,1,true,civix
58315,2026-05-22,ORANGE,181,56337,714,2491,178,true,civix
58315,2026-05-22,PALO PINTO,182,20569,375,1471,174,true,civix
58315,2026-05-22,PANOLA,183,17778,221,942,75,true,civix
58315,2026-05-22,PARKER,184,130559,2653,9353,337,true,civix
58315,2026-05-22,PARMER,185,4514,46,132,14,true,civix
58315,2026-05-22,PECOS,186,8352,241,1071,32,true,civix
58315,2026-05-22,POLK,187,43755,911,4357,440,true,civix
58315,2026-05-22,POTTER,188,58180,687,2178,398,true,civix
58315,2026-05-22,PRESIDIO,189,4445,3,25,2,true,civix
58315,2026-05-22,RAINS,190,9615,206,769,34,true,civix
58315,2026-05-22,RANDALL,191,101225,1710,5646,831,true,civix
58315,2026-05-22,REAGAN,192,1810,46,165,8,true,civix
58315,2026-05-22,REAL,193,2677,0,106,17,true,civix
58315,2026-05-22,RED RIVER,194,8568,102,498,10,true,civix
58315,2026-05-22,REEVES,195,7914,10,58,13,true,civix
58315,2026-05-22,REFUGIO,196,4899,71,253,1,true,civix
58315,2026-05-22,ROBERTS,197,719,21,55,0,true,civix
58315,2026-05-22,ROBERTSON,198,12676,260,860,0,true,civix
58315,2026-05-22,ROCKWALL,199,91415,1892,6710,173,true,civix
58315,2026-05-22,RUNNELS,200,6747,125,347,38,true,civix
58315,2026-05-22,RUSK,201,34312,420,1632,0,true,civix
58315,2026-05-22,SABINE,202,8376,171,855,44,true,civix
58315,2026-05-22,SAN AUGUSTINE,203,5982,112,477,25,true,civix
58315,2026-05-22,SAN JACINTO,204,20879,446,1637,94,true,civix
58315,2026-05-22,SAN PATRICIO,205,45208,152,561,100,true,civix
58315,2026-05-22,SAN SABA,206,3767,87,250,29,true,civix
58315,2026-05-22,SCHLEICHER,207,1768,44,163,0,true,civix
58315,2026-05-22,SCURRY,208,9225,192,708,1,true,civix
58315,2026-05-22,SHACKELFORD,209,2441,64,206,30,true,civix
58315,2026-05-22,SHELBY,210,16349,208,636,53,true,civix
58315,2026-05-22,SHERMAN,211,1346,30,99,0,true,civix
58315,2026-05-22,SMITH,212,157630,2484,9264,799,true,civix
58315,2026-05-22,SOMERVELL,213,7578,219,886,6,true,civix
58315,2026-05-22,STARR,214,36342,9,25,0,true,civix
58315,2026-05-22,STEPHENS,215,5846,109,395,39,true,civix
58315,2026-05-22,STERLING,216,882,8,29,6,true,civix
58315,2026-05-22,STONEWALL,217,949,14,55,5,true,civix
58315,2026-05-22,SUTTON,218,2295,48,199,0,true,civix
58315,2026-05-22,SWISHER,219,3860,48,175,35,true,civix
58315,2026-05-22,TARRANT,220,1278027,16460,58284,4369,true,civix
58315,2026-05-22,TAYLOR,221,86087,1300,4385,338,true,civix
58315,2026-05-22,TERRELL,222,617,12,41,5,true,civix
58315,2026-05-22,TERRY,223,6277,163,536,0,true,civix
58315,2026-05-22,THROCKMORTON,224,1184,10,65,4,true,civix
58315,2026-05-22,TITUS,225,18086,323,1165,57,true,civix
58315,2026-05-22,TOM GREEN,226,72725,1116,3601,588,true,civix
58315,2026-05-22,TRAVIS,227,927654,6935,25216,1999,true,civix
58315,2026-05-22,TRINITY,228,12254,236,956,0,true,civix
58315,2026-05-22,TYLER,229,14866,259,965,0,true,civix
58315,2026-05-22,UPSHUR,230,30711,390,1553,187,true,civix
58315,2026-05-22,UPTON,231,2101,26,142,2,true,civix
58315,2026-05-22,UVALDE,232,17673,323,1439,49,true,civix
58315,2026-05-22,VAL VERDE,233,30640,212,619,10,true,civix
58315,2026-05-22,VAN ZANDT,234,42237,850,3548,125,true,civix
58315,2026-05-22,VICTORIA,235,57536,696,2328,610,true,civix
58315,2026-05-22,WALKER,236,39091,763,3030,126,true,civix
58315,2026-05-22,WALLER,237,44924,596,2156,110,true,civix
58315,2026-05-22,WARD,238,6990,75,224,14,true,civix
58315,2026-05-22,WASHINGTON,239,25795,1112,3924,3,true,civix
58315,2026-05-22,WEBB,240,147647,418,1491,29,true,civix
58315,2026-05-22,WHARTON,241,26549,563,1589,1,true,civix
58315,2026-05-22,WHEELER,242,3323,73,245,29,true,civix
58315,2026-05-22,WICHITA,243,77898,1018,3748,340,true,civix
58315,2026-05-22,WILBARGER,244,8199,88,295,2,true,civix
58315,2026-05-22,WILLACY,245,11524,32,100,7,true,civix
58315,2026-05-22,WILLIAMSON,246,458766,6089,22278,1510,true,civix
58315,2026-05-22,WILSON,247,39951,617,2094,1,true,civix
58315,2026-05-22,WINKLER,248,4144,10,13,19,true,civix
58315,2026-05-22,WISE,249,58175,1261,3981,43,true,civix
58315,2026-05-22,WOOD,250,35540,564,2289,319,true,civix
58315,2026-05-22,YOAKUM,251,4330,89,237,0,true,civix
58315,2026-05-22,YOUNG,252,12705,434,2159,0,true,civix
58315,2026-05-22,ZAPATA,253,8228,6,15,0,true,civix
58315,2026-05-22,ZAVALA,254,7532,27,69,1,true,civix
